0.000000000000000000e+00,6.901960968971250221e-01,5.333333611488340065e-01
1.188920065760610059e-02,6.951135993003839664e-01,5.398693084716790214e-01
2.377840131521220118e-02,7.000311613082880191e-01,5.464052557945250355e-01
3.566760197281829831e-02,7.049486637115469634e-01,5.529412031173700504e-01
4.755680263042449951e-02,7.098661661148070179e-01,5.594771504402159534e-01
5.944600328803059663e-02,7.147837281227109596e-01,5.660130977630609683e-01
7.133520394563669376e-02,7.197012305259700149e-01,5.725490450859069824e-01
8.322440087795250629e-02,7.246187329292289592e-01,5.790849924087519973e-01
9.511360526084899902e-02,7.295362949371330119e-01,5.856209397315970122e-01
1.070028021931640066e-01,7.344537973403929554e-01,5.921568870544430263e-01
1.188920065760609990e-01,7.393712997436520107e-01,5.986928343772880412e-01
1.307812035083769919e-01,7.442888617515559524e-01,6.052287817001340553e-01
1.426704078912729989e-01,7.492063641548150077e-01,6.117647290229789592e-01
1.545595973730080064e-01,7.541238665580749512e-01,6.183006763458249733e-01
1.664488017559050126e-01,7.590414285659790039e-01,6.248366236686699882e-01
1.783380061388009918e-01,7.639589309692379482e-01,6.313725709915160023e-01
1.902272105216979980e-01,7.688764333724970035e-01,6.379085183143610172e-01
2.021164000034330055e-01,7.737939953804009452e-01,6.444444656372070312e-01
2.140056043863290125e-01,7.787114977836600005e-01,6.509804129600520461e-01
2.258948087692259910e-01,7.836290001869200550e-01,6.575163602828979492e-01
2.377840131521219980e-01,7.885465621948239967e-01,6.640523076057429641e-01
2.496732026338570054e-01,7.934640645980830520e-01,6.705882549285879790e-01
2.615624070167539839e-01,7.983815670013419963e-01,6.771242022514339931e-01
2.734515964984889913e-01,8.032991290092460490e-01,6.836601495742790080e-01
2.853408157825469971e-01,8.082166314125059925e-01,6.901960968971250221e-01
2.972300052642820045e-01,8.131341338157650478e-01,6.967320442199700370e-01
3.091191947460170120e-01,8.180516958236689895e-01,7.032679915428160511e-01
3.210084140300750177e-01,8.229691982269280448e-01,7.098039388656609550e-01
3.328976035118100252e-01,8.278867006301879883e-01,7.163398861885069691e-01
3.447868227958669762e-01,8.328042626380920410e-01,7.228758335113519840e-01
3.566760122776029829e-01,8.377217650413509853e-01,7.294117808341979980e-01
3.685652017593379903e-01,8.426392674446100406e-01,7.359477281570430129e-01
3.804544210433959961e-01,8.475568294525139823e-01,7.424836754798880278e-01
3.923436105251310035e-01,8.524743318557730376e-01,7.490196228027340419e-01
4.042328000068660110e-01,8.573918342590329811e-01,7.555555701255789458e-01
4.161220192909240168e-01,8.623093962669370338e-01,7.620915174484249599e-01
4.280112087726590242e-01,8.672268986701959781e-01,7.686274647712699748e-01
4.399004280567159753e-01,8.721444010734550334e-01,7.751634120941159889e-01
4.517896175384519819e-01,8.770619630813589751e-01,7.816993594169610038e-01
4.636788070201869894e-01,8.819794654846190296e-01,7.882353067398070179e-01
4.755680263042449951e-01,8.868969678878779739e-01,7.947712540626520328e-01
4.874572157859800026e-01,8.918145298957820266e-01,8.013072013854980469e-01
4.993464052677150100e-01,8.967320322990409709e-01,8.078431487083429507e-01
5.112355947494500175e-01,9.016495347023010254e-01,8.143790960311889648e-01
5.231248140335079677e-01,9.065670967102049671e-01,8.209150433540339797e-01
5.350140333175650298e-01,9.114845991134640224e-01,8.274509906768789946e-01
5.469031929969779826e-01,9.164021015167229667e-01,8.339869379997250087e-01
5.587924122810360439e-01,9.213196635246270194e-01,8.405228853225700236e-01
5.706816315650939941e-01,9.262371659278869629e-01,8.470588326454160377e-01
5.825707912445059478e-01,9.311546683311460182e-01,8.535947799682610526e-01
5.944600105285640090e-01,9.360722303390499599e-01,8.601307272911069557e-01
6.063492298126219593e-01,9.409897327423090152e-01,8.666666746139519706e-01
6.182383894920340239e-01,9.459072351455679595e-01,8.732026219367979847e-01
6.301276087760919742e-01,9.508247971534720122e-01,8.797385692596429996e-01
6.420168280601500355e-01,9.557422995567319557e-01,8.862745165824890137e-01
6.539060473442069865e-01,9.606598019599910110e-01,8.928104639053340286e-01
6.657952070236200504e-01,9.655773639678949527e-01,8.993464112281790435e-01
6.776844263076780006e-01,9.704948663711540080e-01,9.058823585510249465e-01
6.895736455917349517e-01,9.754123687744139515e-01,9.124183058738699614e-01
7.014628052711480155e-01,9.803299307823180042e-01,9.189542531967159755e-01
7.133520245552059658e-01,9.852474331855769485e-01,9.254902005195609904e-01
7.252412438392630278e-01,9.901649355888360038e-01,9.320261478424070045e-01
7.371304035186759807e-01,9.950824975967399455e-01,9.385620951652520194e-01
7.490196228027340419e-01,1.000000000000000000e+00,9.450980424880980335e-01
